Year,Region,State,County,Total percentAvg pay,AverageWage,Management percent,Management pay,Business and financial operations percent,Business and financial operations pay,Computer and mathematical percent,Computer and mathematical pay,Architecture and engineering percent,Architecture and engineering pay,"Life, physical, and social science percent","Life, physical, and social science pay",Community and social service percent,Community and social service pay,Legal percent,Legal pay,"Education, training, and library percent","Education, training, and library pay","Arts, design, entertainment, sports, and media percent","Arts, design, entertainment, sports, and media pay",Healthcare practitioners and technical percent,Healthcare practitioners and technical pay,Healthcare support percent,Healthcare support pay,Protective service percent,Protective service pay,Food preparation and serving related percent,Food preparation and serving related pay,Building and grounds cleaning and maintenance percent,Building and grounds cleaning and maintenance pay,Personal care and service percent,Personal care and service pay,Sales and related percent,Sales and related pay,Office and administrative support percent,Office and administrative support pay,"Farming, fishing, and forestry percent","Farming, fishing, and forestry pay",Construction and extraction percent,Construction and extraction pay,"Installation, maintenance, and repair percent","Installation, maintenance, and repair pay",Production percent,Production pay,Transportation and material moving percent,Transportation and material moving pay
May 2018,west,California,Madera,100,22.92,3.7,52.16,2.7,33.36,0.7,39.29,0.6,41.37,1,39.98,1.4,28.87,0.1,,8.2,29.03,0.5,25.19,8,43.91,2.2,17.04,3.9,38.18,7,13.19,3.4,14.31,5.1,13.26,6.6,17.09,10.8,18.95,17.7,12.34,3.3,27.58,3.2,23.48,4.5,20.37,5.4,14.76
May 2019,west,California,Madera,100,23.94,4.2,52.34,2.9,34.12,0.7,38.57,0.5,42.02,0.9,41.08,1.4,30.61,0.2,52.39,8,31.37,0.4,27.58,7.5,46.6,6.1,14.92,3.5,38.59,6.8,14.05,3.7,14.88,1.2,16.17,6.7,18.98,9.7,19.53,15.3,12.83,3.4,28.38,3.7,24.25,5.6,19.66,7.6,15.47
May 2020,west,California,Madera,100,24.96,3.6,54.75,2.7,34.44,0.8,38.7,0.5,40,1.1,37.4,1.2,31.9,0.2,51.15,8,,0.4,26.69,7.5,49.34,6.4,15.82,4.2,39.27,7,15.46,2.7,16.98,1.2,17.89,6.3,20.57,10,20.28,16.8,14.29,3.5,29.45,3.8,26.63,5.4,21.23,6.5,17.38
May 2018,west,Oregon,Medford,100,22.09,5,44.28,3.2,32.78,1.4,31.94,0.7,32.08,0.9,29.12,2.3,21.62,0.4,43.29,5.7,25.49,1.6,26.64,6.7,42.91,3.9,16.94,1.3,25.2,10.7,13.36,3.8,14.81,4.7,13.68,10.8,17.21,15.2,17.72,0.5,18.53,4.2,22.13,3.6,21.56,5.7,17.55,7.6,19.45
May 2019,west,Oregon,Medford,100,23.04,5,44.17,3.7,32.06,1.5,35.93,0.8,34.11,0.9,32.4,2.1,23.21,0.5,38.85,5.6,24.79,1.6,28.28,6.8,45.19,5.8,16.38,1.5,25.43,10.9,13.85,3.7,15.44,1.7,15.72,10.2,18.26,13.9,18.69,0.5,20.01,4.6,23.01,3.8,23.17,5.2,18.22,9.6,18.83
May 2020,west,Oregon,Medford,100,23.77,4.8,46.16,4,31.88,1.6,37.86,0.8,35.3,1.1,30.07,2.1,24.72,0.4,35.36,5.2,25.77,1.4,26.87,6.9,46.19,6.1,17.36,1.6,27.84,10,14.26,3.7,16.27,1.3,16.19,9.7,19.59,14.3,19.36,0.7,19.84,4.6,24.35,4.1,24.29,6.4,17.89,9.2,18.45
May 2018,west,California,Merced,100,22.72,4.2,53.53,4.2,33.81,,37.48,0.4,42.15,0.6,32.31,2,29.09,,,10.1,28.86,0.4,25.79,4.2,42.8,2,15.68,1.9,29.61,7.9,12.77,2.7,16.28,5,12.97,9.2,16.58,13.1,19.38,7.5,13.11,2.5,24.69,4,22.48,7.5,18.65,8.5,17.51
May 2019,west,California,Merced,100,23.08,4.2,53.63,4,34.04,,39.21,0.4,43.95,0.9,36.82,2.3,29.8,,,9.5,30.37,0.4,27.61,4.1,44.54,5.5,13.76,2.3,27.07,7.7,13.32,2.6,16.86,1.2,15.41,9,16.73,10.9,20.28,8.3,13.73,3,23.55,3.9,23.63,7.7,17.8,10.2,16.82
May 2020,west,California,Merced,100,23.99,3.8,54.38,2.9,33.08,0.6,41.24,0.4,46.63,1.1,34.94,2.6,29.56,0.4,,10.5,32.6,0.4,27.06,4.5,47.24,5.9,14.87,2.4,27.72,7.9,14.87,2.6,18.39,1,16.9,9.2,17.55,10.4,20.77,8.1,15.04,3.4,24.67,3.8,25.65,8,19.23,10.1,17.91
May 2018,west,California,Modesto,100,22.6,4.1,49.46,2.6,32.53,0.9,34.46,0.7,39.14,0.7,35.37,2.3,24.02,0.5,36.94,7.8,28.97,0.8,21.71,6.2,44.44,2.8,17.45,1.7,26.1,9.2,12.66,2.5,16.33,4.9,12.89,10.7,17.4,14.6,18.56,4.3,13.05,3.8,25.03,3.8,24.74,6.4,19.32,8.8,18.15
May 2019,west,California,Modesto,100,23.67,4.4,52.09,2.9,33.94,0.9,36.8,0.7,40.46,0.7,35.76,2.4,23.73,0.3,41.23,8.1,29.41,0.6,22.45,6.2,47.27,5.3,15.44,1.6,26.43,9.1,13.32,2.6,17.17,2.4,14.76,10.5,18.75,11.9,19.74,4.3,13.74,4.1,26.05,3.9,25.42,7,19.52,10,17.68
May 2020,west,California,Modesto,100,25.47,4.4,55.78,3.1,34.68,1,39.29,0.7,39.37,0.7,34.82,2.6,26.35,0.4,36.54,8.2,29.83,0.7,25.26,6.4,52.28,5.3,16.86,1.7,26.25,8.3,14.82,2.6,18.85,1.9,17.23,10,20.74,11.4,20.85,4.2,14.88,4.3,26.77,4.1,26.96,6.8,20.25,11.2,18.78
May 2018,west,Washington,Mount Vernon,100,24.05,4.1,52.59,3.7,32.41,1.3,37.76,1.9,38.83,1.1,29.73,1.5,24.65,0.4,32.39,6.4,23.82,1,21.42,5.6,41.42,2.8,17.95,1.5,26.76,10.9,14.93,3.2,16.17,3.8,15.47,10.6,18.44,13.7,19.73,0.8,20.77,5.8,29.54,4.8,24.63,7.8,23.06,7.5,19.82
May 2019,west,Washington,Mount Vernon,100,25.6,4.3,54.11,3.6,32.43,1.5,41.67,1.8,40.13,1,33.7,1.6,26.55,0.3,31.94,6.6,27.44,0.9,22.7,5.7,43.1,4,17.11,1.6,27.8,11.3,16.05,3.3,17.21,2,17.64,10.2,18.98,12.2,20.42,0.7,20.5,7.2,33.73,4.3,26.28,7.6,23.24,8.4,20.61
May 2020,west,Washington,Mount Vernon,100,26.91,4.3,54.1,3.9,33.79,1.6,44.62,2,40.93,1.3,32.26,1.8,26.87,0.4,33.18,6.5,28.22,0.8,23.58,6.8,43.72,4.7,17.84,1.4,30.37,10.5,16.81,3,17.58,2.2,17.77,9.5,19.88,12.2,21.69,0.8,20.59,6.7,34.41,4.6,27.7,7.7,23.54,7.4,22.26
May 2018,west,California,Napa,100,26.59,5.8,60.43,4.1,37.37,0.8,40.18,0.8,41.45,1.3,42.36,1.7,29.57,0.4,64.69,4.4,27.58,0.6,27.16,6.5,50.84,2.2,20.22,2.3,27.66,12.8,16.25,5.2,15.71,5,14.66,12.3,21.85,11.9,21.68,4.5,17.23,4.4,31.15,2.6,25.55,6.5,22.19,4,18.62
May 2019,west,California,Napa,100,27.13,5.9,62.07,3.9,37.01,1,42.84,0.7,40.09,1.1,35.57,1.6,29.59,0.4,61.8,4.7,29.02,0.6,28.02,6.1,47.06,5.3,17.48,2.4,27.88,13.2,16.32,4.5,17.25,2.5,17.17,11.3,24.11,10,23.28,4.6,18.2,5.3,29.29,2.8,27.06,6.8,24.72,5.5,19.08
May 2020,west,California,Napa,100,29.63,6.3,65.54,4.2,38.58,0.9,46.05,0.7,42.32,1,39.23,1.9,30.17,0.3,63.7,4.9,33.9,0.7,30.46,7.6,48.28,5.4,22.59,2.3,28.65,10.9,17.29,4.2,18.71,2.2,17.73,12,25.34,10.1,24.16,5.1,19.49,5.4,31.35,2.7,27.86,5.6,26.06,5.7,20.39
May 2018,west,Washington,Olympia,100,25.99,6.6,48.63,7.8,31.31,4.9,40.74,1.5,38.65,1.9,33.68,2.1,26.33,1.1,41.33,6.2,24.97,1.9,25.14,5.2,43.18,3.3,17.05,2,28.82,8.9,14.02,2.8,16.55,3.9,15.15,9.3,20.2,15.2,20.05,0.4,17.65,3.8,28.16,3.2,23.45,2.2,20.88,5.6,18.51
May 2019,west,Washington,Olympia,100,27.16,6.5,51.49,7.8,32.81,4.8,42.57,1.5,39.61,2.2,34.55,2.4,26.34,1.1,41.37,6.3,27.88,1.9,27.73,5.1,43.27,4.3,17.02,1.9,28.74,9,15.16,3,16.93,2.6,18.27,9.4,21.08,13.5,20.9,0.5,18.35,3.9,28.94,3.3,26.17,2.1,21.02,7,19.22
May 2020,west,Washington,Olympia,100,28.89,7,52.86,8.7,34.24,5,44.48,1.5,39.95,2.2,36.42,2.6,27.7,1.1,41.44,6,29.11,1.8,29.15,5.3,45.54,4.4,18.16,2.1,31.03,8,16.37,2.8,17.62,2.4,18.89,9.4,22.25,13.2,21.88,0.4,19.77,3.9,30.75,3.3,28,2.3,21.38,6.6,20.26
May 2018,west,California,Oxnard,100,26.16,5.3,61.02,5.5,38.62,2.2,45.07,2.3,44.61,1.1,43.94,1.8,27.52,0.6,65.22,6.6,29.65,1.3,32.22,4.8,43.75,2.1,18.37,1.6,30.21,10.2,13.26,2.9,15.86,5.1,14.6,11.2,19.81,14.6,20.13,1.9,13.45,4.1,27.54,3.2,25.8,6.3,19.86,5.5,16.94
May 2019,west,California,Oxnard,100,26.83,5.5,59.84,5.6,38.32,2.3,46.56,2.5,44.4,1.1,43,1.8,29.16,0.6,58.88,6.5,30.59,1.1,29.33,4.8,45.84,5.1,15.89,1.7,31.94,10.2,14.16,2.8,17.09,2.4,17.64,11,20.32,12.7,21.36,2,14.04,4.2,27.67,3.1,25.14,5.9,20.25,6.9,17.27
May 2020,west,California,Oxnard,100,28.73,5.6,61.35,5.9,39.8,2.9,50.86,3.1,48.11,1,41.99,2,29.95,0.6,52.34,6.5,32.59,1.1,29.32,5.1,48.58,5.1,17.21,1.8,33.51,9,15.09,2.8,18.06,2.2,20.21,9.9,21.38,12.4,22.11,2.2,15.03,4.5,28.26,3.1,27.55,6,20.62,7.2,18.54
May 2018,west,Arizona,Phoenix,100,24.29,6.2,52.42,5.9,32.85,3.7,40.32,1.9,39.94,0.6,31.79,1.4,22.24,0.8,48.32,4.7,22.92,1.2,27.02,5.6,40.92,2.6,16.01,2.5,22.18,9,13.33,3,13.64,4,13.22,10.7,19.39,17.2,18.7,0.1,14.19,4.5,22.2,3.9,22.9,4.2,18.3,6.4,19.07
May 2019,west,Arizona,Phoenix,100,25.16,6.1,54.28,6.4,33.59,3.7,41.48,1.8,39.57,0.5,30.59,1.5,22.18,0.8,46.46,4.7,23.15,1.2,26.74,5.7,42.7,4.3,14.9,2.5,22.41,8.9,14.73,2.8,14.46,2.2,15.38,10.2,20.74,15.5,19.59,0.2,14.68,4.8,22.82,3.8,23.51,4,18.94,8.3,18.42
May 2020,west,Arizona,Phoenix,100,26.38,5.9,57.4,7.1,34.32,3.9,42.49,1.9,42.85,0.5,32.36,1.5,23.11,0.8,46.99,4.9,23.84,1.2,26.99,5.9,43.61,4.6,15.57,2.5,23,8.1,15.32,2.7,15.26,2,16.28,9.6,22.56,15.3,20.25,0.2,15.9,4.9,24.1,3.9,24.55,3.9,20.03,8.9,19.06
May 2018,west,Idaho,Pocatello,100,19.63,5,35.78,3.9,27.86,1.1,30.32,1.8,37.2,1.2,22.82,2.5,19.77,0.6,33.27,9,,0.8,19.62,6.9,36.17,3.9,14.63,1.9,22.84,9.4,10.58,3.5,11.48,4.4,10.94,9.7,14.38,16.1,15.72,0.1,20.41,3.7,17.85,4.2,20.56,5.6,15.81,4.8,15.47
May 2019,west,Idaho,Pocatello,100,20.36,5.3,36.22,3.7,29.07,1.1,32.13,1.7,37.69,0.7,28.04,2.1,20.78,0.6,39.31,8.3,,0.9,19.32,7.2,37.45,6.1,13.45,2,23.73,9.3,10.84,3.5,12.33,2,13.4,9.4,14.97,15.3,16.4,,,4.1,18.71,4.2,20.97,5.7,15.69,6.5,15.78
May 2020,west,Idaho,Pocatello,100,21.08,5.6,36.73,3.8,28.02,1.3,31.74,1.8,37.89,1,27.02,2.1,21.25,0.6,38.77,7.4,25.35,0.8,19.96,7.7,37.7,6.3,14.01,2.1,25.94,9.1,11.14,3.5,12.64,1.8,12.6,8.3,16.14,16.4,17.31,,,4,19.16,4,21.92,6,16.3,6.1,16.2
May 2018,west,Oregon,Portland,100,27,6.6,54.59,5.8,36.06,3.7,42.88,3.1,39.54,0.9,34.89,1.7,25.87,0.7,46.28,5.4,31.32,1.9,28.64,5.3,45.82,2.6,18.68,1.6,25.59,9.2,13.67,2.6,15.58,4.2,14.58,9.3,21.33,14.4,19.91,0.3,16.36,4.7,27.96,3.2,24.93,6.3,19.76,6.4,20.02
May 2019,west,Oregon,Portland,100,28,6.6,55.52,6.2,36.89,3.7,44.62,3.1,40.5,1,36.23,1.7,27,0.7,46.17,5.4,31.49,1.9,29.54,5,47.11,3.5,17.96,1.6,26.7,9.3,14.64,2.5,16.56,2.7,16.63,9.3,22.81,12.7,21.06,0.3,16.13,4.8,29.35,3.3,25.62,6.4,20.73,8.1,19.55
May 2020,west,Oregon,Portland,100,29.74,7,58.49,6.7,38.45,3.9,46.34,3.2,41.78,1.2,37.28,1.8,27.32,0.8,49.53,5.3,33.82,1.8,30.53,5.3,48.7,3.7,18.62,1.6,27.95,7.9,15.38,2.5,17.55,2.3,17.24,8.9,24.5,12.5,21.83,0.3,17.02,5,30.4,3.3,26.71,6.4,21.57,8.6,19.96
May 2018,west,Arizona,Prescott,100,20.61,5.7,37.92,2.8,28.32,0.9,32.7,1.4,34.76,0.7,26.47,2.2,21.22,0.6,33.45,5.1,22.32,0.8,21.67,6.8,39.72,3.8,15.47,2.5,22.11,13.4,12.78,3.7,14.24,3.9,13.74,11,16.39,14.9,16.5,0.1,13.37,5.6,20.09,4.1,21.06,4,18.87,6.1,17.77
May 2019,west,Arizona,Prescott,100,20.98,5.4,38.67,3,28.78,0.8,31.61,1.2,34.13,0.7,29.7,2.2,22.17,0.6,33.55,4.5,22.42,0.7,19.21,6.9,40.08,5.9,14.76,2.4,23.29,12.9,14.11,3.8,14.82,2.6,15.23,11.1,16.93,13.7,17.29,0.1,13.3,6.5,21.64,4.3,21.15,3.6,19.08,7.2,15.72
May 2020,west,Arizona,Prescott,100,22.47,5.2,40.73,3.2,30.64,0.9,34.45,1.1,33.48,0.8,28.71,2.3,22.49,0.7,33.07,4.8,22.88,0.7,22.36,7.6,43.58,5.3,16.16,2.4,23.66,11.6,15.47,3.9,15.65,2.2,15.68,11,18.68,13.7,18.01,,14.16,7.2,22.17,4.3,21.99,3.9,19.54,7.2,16.47
May 2018,west,California,Redding,100,23.62,4.9,46.64,3.5,31.43,1.3,35.74,1.4,45.47,1.4,31.56,2.9,23.78,0.4,50.51,6.7,30.1,0.5,24.59,6.6,45.8,3.1,17.57,2.2,29.62,9.9,12.67,3.1,15.18,7.5,13.29,11.1,17.04,15.4,18.37,0.6,20.75,4.2,26.92,4.4,24.5,3.2,20.41,5.5,17.64
May 2019,west,California,Redding,100,24.16,4.3,47.93,,29.81,1.3,35.85,1.5,48.85,1.2,35.85,2.9,26.37,0.4,48.81,7.3,29.62,0.4,22.06,6.4,47.18,8.8,15.06,2.2,29.24,10,13.5,3,15.34,2.4,15.92,10.5,17.97,13.7,19.13,0.5,24.29,4.5,27.3,4.3,25.24,3.4,20.19,6.9,18.08
May 2020,west,California,Redding,100,25.55,4.5,48.71,4.5,32.3,1.2,35.63,1.5,51.09,1.7,33.61,2.9,27.4,0.4,47.06,7,28.67,0.4,23.32,7.2,47.39,8.8,15.66,2.3,30,8.8,14.91,3.1,16.02,2.2,16.46,10.3,18.73,13,20.19,0.6,23.76,5.3,28.39,4.3,26.68,3.2,21.37,6.9,19.88
May 2018,west,Nevada,Reno,100,22.78,4.9,54.21,4,33.74,1.5,36.99,1.3,40.59,1.1,29.13,1.2,25.42,0.5,56.69,4.7,26.01,1.2,23.14,5.1,43.53,1.9,16.85,1.9,23.02,10.4,11.18,4,13.2,4.1,12.82,10.1,19.14,15.3,18.35,,15.97,6.2,24.7,3.7,23.05,7.3,17.03,9.4,17.84
May 2019,west,Nevada,Reno,100,23.3,5.3,55.31,4.2,34.3,1.7,38.15,1.4,41.42,1.2,29.71,1.2,26.93,0.5,50.78,4.6,23.53,1.2,24.27,4.9,44.85,2.7,15.35,1.8,24.31,10.4,11.56,3.6,14.55,3.3,13.76,9.6,18.95,12.6,19.11,,18.37,6,24.5,3.9,24.28,8.1,17.79,11.8,17.83
May 2020,west,Nevada,Reno,100,24.75,5.8,54.47,4.8,33.05,1.8,40.76,1.5,40.49,1.1,33.19,1.3,28.38,0.5,48.35,4.4,24.63,1.1,25.59,5.4,47.1,2.8,15.84,1.8,27.14,9,12.12,3.5,15.53,2.5,14.17,9.2,19.97,13.8,19.82,,17.26,6.6,25.35,3.9,25.21,7.2,19.28,12,18.86
May 2018,west,California,Riverside,100,23.6,4.1,55.27,3.7,32.4,1,39.79,1,40.88,0.6,37.98,1.6,26.85,0.4,54.36,6.7,31.57,0.7,25.27,5.4,44.92,2.3,17.33,2.6,26.28,10,13.1,3,15.79,5.7,13.08,10,18.57,14.8,18.86,0.5,12.77,5.3,26.68,3.9,24.5,5.3,18.14,11.2,18.03
May 2019,west,California,Riverside,100,24.37,4.3,54.62,3.6,33.45,1.2,40.21,1,42.34,0.7,40,1.7,28.16,0.4,55.49,6.8,32.35,0.8,27.25,5.3,47.27,5.7,14.85,2.7,26.69,10.2,13.73,3,16.52,2.3,15.89,10.1,19.26,11.9,20.35,0.5,13.23,5.3,26.92,3.9,24.48,5.1,18.71,13.5,17.96
May 2020,west,California,Riverside,100,25.79,4.3,56.03,3.9,35.16,1.2,42.33,1.1,43.28,0.7,40.42,1.9,29.46,0.4,55.33,6.7,33.61,0.7,29.04,5.5,48.15,5.7,16.38,2.8,27.8,9,14.98,3,18.04,2,16.53,9.1,20.61,11.9,21.1,0.5,15.14,5.6,27.38,3.9,26.4,5.1,19.72,15,19.11
May 2018,west,California,Sacramento,100,27.13,5.5,56.46,8,36.57,3.3,43.53,1.9,47.46,1.4,38.05,1.7,28.31,0.9,54.13,6,29.96,1.2,26.71,5.1,51.03,2.3,19.57,2.4,28.66,9,13.43,3,16.52,5.9,13.47,9.1,20.33,15.2,20.24,0.5,13.59,4.8,27.11,3.2,25.41,3.2,19.64,6.4,17.86
May 2019,west,California,Sacramento,100,28.07,5.7,57.36,8,37.25,3.4,46.25,1.8,48.12,1.5,37.81,1.9,28.46,0.9,56.32,6,30.77,1.2,29.14,5,52.6,5.7,16.04,2.4,29.28,9,13.83,3.1,17.23,2.5,15.74,9,21.32,13.4,21.28,0.4,14.49,5.2,27.9,3.3,26.24,3.1,20.52,7.5,18.12
May 2020,west,California,Sacramento,100,30.2,5.9,60.01,8.6,38.16,3.5,47.38,1.7,50.79,1.5,39.46,2.1,30.16,0.9,61.31,6.2,30.91,1.1,32.49,5.7,56.58,6.1,17.17,2.5,30.58,7.7,15.26,3.1,19.33,2.1,17.41,8.7,23.03,12.5,22.48,0.4,16.19,5.5,28.73,3.3,27.7,3,21.53,7.9,19.52
May 2018,west,Oregon,Salem,100,23.46,5.3,45.8,5.4,33.66,2.1,36.93,0.9,36.35,0.8,35.61,2.4,24.51,0.9,42.6,6,27.98,1.1,22.24,6.1,45.57,3.4,17.83,2.2,25.63,9.1,13.14,2.9,14.06,5,13.85,9.3,17.96,15.2,18.49,1.9,13.38,5,24.22,3.4,22.02,5.1,16.7,6.5,17.36
May 2019,west,Oregon,Salem,100,24.18,5.1,46.57,5.9,33.9,2.1,38.71,0.9,37.04,0.8,36.95,2.5,26.01,0.9,46.18,6.3,26.52,1.1,22.68,6.1,44.58,5.2,16.84,2.1,26.84,9,13.8,2.8,14.9,3.1,15.28,8.6,18.36,14.1,19.55,1.7,14.84,5.5,25.9,3.6,23.19,4.8,17.55,7.6,17.59
May 2020,west,Oregon,Salem,100,25.36,5.2,48.61,6.6,35.17,2.2,39.68,0.9,38.37,0.9,37.27,2.5,26.94,0.9,48.3,6,27.92,1,24.5,6.1,46.61,5.1,17.61,2.3,27.08,7.9,14.26,3,16.05,2.7,15.57,8.1,19.18,14.1,20.19,2,15.52,5.8,27.09,3.3,23.81,4.8,18.04,8.4,18.47
May 2018,west,California,Salinas,100,23.89,4.1,55.53,2.9,37.21,1.2,45.83,0.5,43.73,0.9,39.94,1.5,28.14,0.3,48.72,7.7,32.75,1,26.74,4.1,54.57,2,19.86,3,32.68,9.8,14.03,3.2,16.92,4,14.9,8.2,19.61,10.9,20.76,19.4,14.13,3,28.77,3.1,25.72,3.4,19.7,5.8,17.22
May 2019,west,California,Salinas,100,25.03,4.1,57.69,2.9,37.04,1.1,46.13,0.5,46.04,0.9,39.33,1.5,29.92,0.3,52.15,7.6,35.86,0.8,28.18,4.1,58.99,4.1,17.37,2.9,34.65,10.4,14.92,3.2,17.26,1.7,16.75,8.3,20.25,10,21.83,18.4,15.01,2.8,30.44,3.2,27.02,3.5,20.4,7.6,17.31
May 2020,west,California,Salinas,100,26.28,3.8,57.61,3,39.56,1.1,48.31,0.6,47.29,0.9,40.76,1.5,27.16,0.4,,7.9,35.66,0.7,29.1,4.6,58.68,4.4,18.19,3.1,37.23,9,16.65,3.1,17.76,1.4,17.95,8,21.48,9.8,22.58,20.6,15.92,3,31.93,3,29.1,3.2,22.24,7.1,19
May 2018,west,California,San Diego,100,27.93,5.9,62.04,6.3,37.97,3.7,48.03,3,46.67,1.6,40.67,1.3,26.97,0.8,59.43,6,31.35,1.3,29.12,5.2,46.17,2.3,18.1,2.3,27.39,10.6,14.07,3.1,15.71,5,14.69,10.3,20.29,14.3,20.31,0.2,15.54,4.3,27.41,3.1,25.17,4.4,19.98,4.9,17.83
May 2019,west,California,San Diego,100,28.96,6.3,64.47,6.6,38.18,3.8,49.25,3,47.05,1.7,41.22,1.4,26.73,0.8,56.61,6,31.39,1.3,29,5.2,48.04,4.5,16.62,2.4,27.46,10.7,14.91,3.1,16.92,2.7,16.24,10.1,21.23,12.3,21.31,0.2,15.52,4.3,28.02,3.2,25.84,4.5,20.57,6,18.25
May 2020,west,California,San Diego,100,30.91,6.7,67.19,7.2,39.74,3.9,49.92,2.7,46.71,1.8,41.69,1.7,26.51,0.9,57.16,6.2,32.62,1.2,30.9,5.4,51.07,4.6,17.5,2.5,28.99,9.1,15.8,2.9,17.67,2.3,17.69,9.8,23.27,12,22.44,0.2,16.42,4.4,29.02,3.4,27.55,4.9,21.79,6.2,19.96
May 2018,west,California,San Francisco,100,34.81,7.7,75.45,7.9,46.43,6.1,58.04,2.3,49.78,1.5,46.92,1.5,30.22,1,69.84,5.4,32.5,2.2,35.51,4.6,54.08,1.8,21.4,1.9,31.8,9,16.14,2.9,18.61,5.2,15.9,8.9,25.95,13.3,23.92,0.1,17.02,4,33.71,2.7,29.88,4,21.82,5.8,22.87
May 2019,west,California,San Francisco,100,36.49,8.4,76.38,7.9,46.64,6.6,59.92,2.3,51.06,1.4,48.35,1.5,31.25,1,72.09,5.4,33.73,2.2,36.71,4.5,55.95,4.7,17.66,1.9,32.33,9,17.19,2.7,20.16,2.3,18.92,8.7,27.33,11.5,25.62,0.1,18.44,4.1,36.06,2.8,30.5,3.7,23.08,7.2,22.86
May 2020,west,California,San Francisco,100,39.35,9,80.68,8.2,48.53,6.8,61.64,2.4,51.08,1.7,51.53,1.7,32.87,1.1,76.39,6,34.68,1.9,39.96,4.7,60.24,4.8,19.46,2,33.92,7.5,18.43,2.7,21.53,1.9,20.35,8.1,30.21,11.5,26.76,0.1,19.46,4,37.86,2.9,32.57,3.7,24.04,7.3,24.41
May 2018,west,California,San Jose,100,38.69,8.3,81.17,7.5,46.81,12.6,61.08,4.6,56.26,1.1,45,1.2,31.79,0.8,79.8,5.2,31.98,1.5,36.3,4,55.98,1.7,20.99,1.7,31.49,7.6,14.82,2.5,18.36,4,15.35,8.9,27.92,11.8,24.05,0.2,13.5,3.2,32.3,2.7,29.54,4.9,21.63,3.7,19.98
May 2019,west,California,San Jose,100,40.37,8.7,82.96,7.6,46.75,12.7,64.32,4.5,58.87,1.2,45.08,1.3,32.68,0.7,84.23,5.3,33.56,1.6,36.9,3.9,59.96,4,17.66,1.8,32.68,7.4,15.88,2.6,19.12,1.9,18.23,8.6,29.18,11,25.12,0.2,14.31,3.3,32.88,2.6,30.4,4.7,22.16,4.6,20.33
May 2020,west,California,San Jose,100,44.93,9.6,90.74,8.5,51.22,13.1,68.96,4.7,61.64,1.3,46.6,1.3,34.75,0.8,87.13,5.5,35.03,1.8,40.31,4.1,63.09,4.3,18.44,1.7,34.66,6,17.41,2.6,20.9,1.4,20.07,8.4,,10.1,26.39,0.2,15.09,3.3,33.86,2.4,31.54,4.7,22.88,4.2,21.74
May 2018,west,California,San Luis Obispo,100,24.3,4.9,50.46,3.6,37.16,2.1,36.14,1.8,45.45,0.8,39.75,1.4,29.4,0.6,37.79,6.9,26.89,0.9,25.99,6.1,44.78,2.1,18.5,3,33.98,12.6,13.36,3.9,15.87,6,13.73,11.1,18.47,13,19.02,2.4,13.77,4.9,26.58,3.4,24.25,4.5,20.56,4.1,17.69
May 2019,west,California,San Luis Obispo,100,24.99,5.1,49.76,3.7,35.34,1.9,37.69,1.8,46.62,0.9,39.08,1.5,30.15,0.4,40.96,7.1,28.21,1,28.61,5.7,46.61,4.8,16.33,2.9,35.02,12.5,13.71,4,16.28,2.7,16.2,11.1,19.44,11.4,20.36,2.7,14.07,5.2,27.33,3.5,25.44,4.2,21,6.1,17.41
May 2020,west,California,San Luis Obispo,100,27.09,5.3,53.54,4.2,37.18,1.9,50.39,2,47.11,1,38.86,1.8,29.92,0.5,44.05,7.2,28.57,0.9,30.07,5.9,47.76,4.8,17.1,2.9,37.5,11,15.02,3.8,17.22,2.2,17.44,10.9,20.5,11.6,21.29,3.1,15.18,5.6,30.86,3.8,26.57,4.2,22.46,5.5,18.89
May 2018,west,California,Santa Cruz,100,26.21,5.6,56.83,4.3,36.52,2.1,43.66,1.4,43.93,1.5,37.52,2.9,26.03,0.6,51.36,7.9,30.79,1,30.25,4.8,54.19,2.5,19.16,1.8,29.44,12.6,14.49,3.1,16.1,6.4,14.58,10.3,19.64,14.8,20.72,0.7,14.67,3.9,27.42,3,24.73,4.2,19.58,4.5,18.82
May 2019,west,California,Santa Cruz,100,27.43,5.7,58.83,4.4,36.82,2.1,44.66,1.3,48.05,1.3,41.02,2.4,28.02,0.5,52.58,10.2,32.79,1.2,31.73,4.7,58.04,6.2,16.68,1.9,29.28,12.2,14.87,3.2,17.32,2.8,16.09,9.5,19.91,11.9,22.17,1,13.83,3.7,28.91,3.1,25.69,4.3,19.87,6.5,18.32
May 2020,west,California,Santa Cruz,100,29.18,5.7,59.31,4.5,38.47,2.1,46.61,1.4,48.89,1.4,41.58,2.8,28,,55.63,10.2,34.48,1.1,32.59,5.2,57.59,6.5,17.55,1.9,32.52,10.4,16.89,3.8,19.47,2,17.5,9.3,21.94,12.5,23.04,1,15.13,4,31.03,3,27.05,4.5,20.34,6.3,19.6
May 2018,west,California,Santa Maria,100,26.39,5.6,59.55,4.4,37.96,2.8,46.84,2.4,48.75,1.1,37.78,1.8,27.92,0.4,46.81,6.9,32.28,1.3,31.49,4.6,51.16,2.2,18.11,1.5,29.87,12.9,13.77,4.2,16.22,4.6,15.2,9.5,20.17,13.2,20.54,4.2,12.74,4.1,26.36,2.8,24.15,4.3,19.83,4.9,18.81
